IDVENTA;ID_USUARIO;FECHAVENTA;TIPOVENTA;IMPORTE;NUMVENTAS;IMPORTES;VP Informe;BONO;SUSCRIPCION;VP Listado
53099085,00;8060436,00;1/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53099978,00;7246126,00;1/10/2019 0:00:00;VP Listado;248500;1;248500,00;;;;1
53101492,00;8060722,00;1/10/2019 0:00:00;Bono;150000;1;150000,00;;1;;
53107070,00;8058908,00;1/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53110123,00;8059447,00;2/10/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
53112574,00;8062362,00;2/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53114732,00;8061608,00;2/10/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53116598,00;8062805,00;2/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53127092,00;8063835,00;2/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53129158,00;7984287,00;3/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53129748,00;8064252,00;2/10/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53131039,00;8064337,00;3/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53137073,00;8031259,00;3/10/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53150542,00;6877878,00;3/10/2019 0:00:00;VP Informe;25000;11;275000,00;1;;;
53188921,00;7260698,00;5/10/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
53192141,00;8069924,00;6/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53192942,00;7899488,00;6/10/2019 0:00:00;VP Informe;40000;3;140000,00;1;;;
53193812,00;8071242,00;6/10/2019 0:00:00;VP Informe;40000;6;290000,00;1;;;
53194944,00;6924789,00;6/10/2019 0:00:00;VP Informe;15000;2;80000,00;1;;;
53201619,00;7219804,00;7/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53205026,00;8072524,00;7/10/2019 0:00:00;VP Informe;25000;2;65000,00;1;;;
53207088,00;7134171,00;7/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53209112,00;8072565,00;7/10/2019 0:00:00;VP Informe;15000;2;30000,00;1;;;
53216471,00;8073319,00;7/10/2019 0:00:00;Bono;150000;1;150000,00;;1;;
53217138,00;8073030,00;7/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53219253,00;7998846,00;8/10/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53228847,00;8075137,00;8/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53229693,00;7488246,00;8/10/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53234484,00;8075784,00;8/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53255486,00;8077643,00;9/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53259182,00;8078854,00;9/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53278225,00;8081198,00;10/10/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53289641,00;8082714,00;11/10/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53300338,00;7379712,00;11/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53306074,00;8084374,00;11/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53311113,00;8085151,00;12/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53313287,00;8085705,00;12/10/2019 0:00:00;VP Informe;15000;10;150000,00;1;;;
53319499,00;8087094,00;14/10/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53320058,00;8087362,00;14/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53321972,00;8087826,00;14/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53331742,00;8088662,00;15/10/2019 0:00:00;VP Informe;15000;6;320000,00;1;;;
53335859,00;6982106,00;15/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53361885,00;7884222,00;21/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53362470,00;6980425,00;16/10/2019 0:00:00;VP Informe;40000;2;65000,00;1;;;
53364180,00;8093024,00;16/10/2019 0:00:00;VP Informe;35000;3;85000,00;1;;;
53372839,00;8093765,00;16/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53375249,00;8048609,00;17/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53393070,00;7000305,00;17/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53396887,00;8096929,00;17/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53416416,00;8098910,00;18/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53424583,00;8099232,00;19/10/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
53428951,00;8082263,00;20/10/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53432510,00;8102614,00;21/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53434845,00;8102873,00;21/10/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53448167,00;8103969,00;21/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53451905,00;8104338,00;21/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53458311,00;8105304,00;21/10/2019 0:00:00;VP Informe;15000;3;45000,00;1;;;
53460746,00;8105728,00;22/10/2019 0:00:00;VP Informe;65000;4;730000,00;1;1;;
53474449,00;6944161,00;22/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53474813,00;8107051,00;22/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53474841,00;8107039,00;22/10/2019 0:00:00;VP Informe;35000;5;220000,00;1;;;
53481556,00;6936950,00;22/10/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53485985,00;8107945,00;22/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53493330,00;8109007,00;23/10/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53495911,00;8109260,00;23/10/2019 0:00:00;VP Informe;12500;1;12500,00;1;;;
53500035,00;7907614,00;23/10/2019 0:00:00;Bono;150000;1;150000,00;;1;;
53511681,00;8110938,00;23/10/2019 0:00:00;VP Informe;15000;6;90000,00;1;;;
53520067,00;7532735,00;24/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53524454,00;8087210,00;25/10/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53524715,00;8090081,00;24/10/2019 0:00:00;VP Informe;12500;1;12500,00;1;;;
53527106,00;8113030,00;24/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53527242,00;8113235,00;24/10/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53527436,00;8067398,00;24/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53533742,00;8113863,00;24/10/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53535716,00;8108067,00;24/10/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
53536008,00;8114424,00;24/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53538000,00;8114631,00;25/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53539852,00;8106423,00;25/10/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
53544004,00;8115450,00;25/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53551757,00;8116488,00;25/10/2019 0:00:00;VP Informe;12500;1;12500,00;1;;;
53569775,00;8121079,00;28/10/2019 0:00:00;Bono;1000000;1;1000000,00;;1;;
53570724,00;8121124,00;28/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53577008,00;7551070,00;28/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53583098,00;7539261,00;28/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53584704,00;8122559,00;28/10/2019 0:00:00;VP Informe;12500;7;207500,00;1;;;
53586613,00;8122714,00;28/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53587037,00;8119982,00;28/10/2019 0:00:00;VP Informe;65000;2;130000,00;1;;;
53603451,00;8124835,00;29/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53604900,00;8124973,00;29/10/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53610943,00;8125558,00;29/10/2019 0:00:00;VP Informe;40000;85;3355000,00;1;;;
53611453,00;7616865,00;29/10/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53613025,00;8125646,00;29/10/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53624290,00;7861912,00;30/10/2019 0:00:00;VP Informe;25000;2;65000,00;1;;;
53628419,00;8090703,00;30/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53634045,00;7520984,00;30/10/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53640395,00;8129152,00;30/10/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53640962,00;7586088,00;31/10/2019 0:00:00;VP Informe;25000;2;50000,00;1;;;
53644046,00;8129573,00;31/10/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53656235,00;7760737,00;31/10/2019 0:00:00;VP Informe;26250;1;26250,00;1;;;
53673138,00;8131815,00;1/11/2019 0:00:00;VP Informe;70000;5;172500,00;1;;;
53678040,00;7424292,00;6/11/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53686786,00;8064695,00;1/11/2019 0:00:00;VP Informe;65000;2;80000,00;1;;;
53691121,00;8134500,00;2/11/2019 0:00:00;VP Informe;25000;3;80000,00;1;;;
53692975,00;8134828,00;3/11/2019 0:00:00;VP Informe;15000;2;55000,00;1;;;
53705234,00;7848747,00;5/11/2019 0:00:00;Bono;300000;5;1200000,00;;1;;
53707581,00;8137672,00;5/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53716439,00;7080768,00;5/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53719950,00;8138095,00;5/11/2019 0:00:00;VP Informe;25000;3;90000,00;1;;;
53723406,00;8139951,00;6/11/2019 0:00:00;VP Informe;15000;2;55000,00;1;;;
53726518,00;7793469,00;6/11/2019 0:00:00;VP Informe;65000;2;215000,00;1;1;;
53734215,00;7942415,00;6/11/2019 0:00:00;Bono;500000;4;1650000,00;;1;;
53734806,00;8141482,00;6/11/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53735217,00;8102098,00;6/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53746629,00;7370474,00;7/11/2019 0:00:00;VP Informe;15000;4;210000,00;1;;;
53747235,00;8144074,00;7/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53753761,00;8144787,00;7/11/2019 0:00:00;Suscripción;252000;1;252000,00;;;1;
53760087,00;8127993,00;7/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53761630,00;7557407,00;7/11/2019 0:00:00;Bono;150000;3;800000,00;;1;;
53767556,00;8146305,00;7/11/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53769079,00;8146749,00;8/11/2019 0:00:00;VP Informe;15000;4;160000,00;1;;;
53776731,00;8147397,00;8/11/2019 0:00:00;Bono;150000;1;150000,00;;1;;
53792678,00;8149609,00;9/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53795280,00;8149360,00;9/11/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53795310,00;7050667,00;9/11/2019 0:00:00;VP Informe;15000;2;30000,00;1;;;
53799289,00;8151276,00;12/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53799443,00;8151310,00;10/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53801669,00;8151695,00;11/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53805358,00;8152843,00;12/11/2019 0:00:00;VP Informe;15000;2;40000,00;1;;;
53807945,00;8068026,00;12/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53822633,00;8154970,00;12/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53825423,00;8155308,00;12/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53828976,00;8156181,00;13/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53831460,00;8156417,00;13/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53832290,00;7905323,00;13/11/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53832914,00;8042187,00;13/11/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53834426,00;7424954,00;13/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53836536,00;7940154,00;13/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53836746,00;8065217,00;13/11/2019 0:00:00;VP Informe;65000;2;90000,00;1;;;
53838430,00;8157192,00;13/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53841277,00;7445791,00;13/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
53847903,00;7635800,00;13/11/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
53847921,00;7625124,00;13/11/2019 0:00:00;VP Informe;40000;3;150000,00;1;;;
53850972,00;8158891,00;13/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53859147,00;8149998,00;14/11/2019 0:00:00;VP Informe;20000;1;20000,00;1;;;
53864472,00;8146454,00;14/11/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53870221,00;8160962,00;14/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53870388,00;7703526,00;14/11/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
53871312,00;8161017,00;14/11/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53873200,00;8088340,00;14/11/2019 0:00:00;VP Informe;20000;1;20000,00;1;;;
53874548,00;8161471,00;14/11/2019 0:00:00;VP Listado;533210;1;533210,00;;;;1
53874688,00;8161273,00;14/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53885941,00;7322721,00;15/11/2019 0:00:00;VP Informe;20000;1;20000,00;1;;;
53891127,00;8163659,00;15/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53897121,00;8053660,00;16/11/2019 0:00:00;VP Informe;40000;2;55000,00;1;;;
53904214,00;8165663,00;16/11/2019 0:00:00;VP Informe;15000;2;55000,00;1;;;
53930518,00;8104128,00;18/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53934478,00;8169740,00;18/11/2019 0:00:00;VP Informe;88000;1;88000,00;1;;;
53940319,00;8019373,00;19/11/2019 0:00:00;VP Informe;40000;3;120000,00;1;;;
53941600,00;8170571,00;19/11/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
53949252,00;8171648,00;19/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53970557,00;7797224,00;20/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
53975247,00;8174919,00;20/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53978552,00;7956060,00;20/11/2019 0:00:00;Suscripción;414000;1;414000,00;;;1;
53994720,00;8176731,00;21/11/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
53998886,00;8174793,00;21/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
53999698,00;8177064,00;21/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54002915,00;8177616,00;21/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54003787,00;8150245,00;21/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54010604,00;8178416,00;22/11/2019 0:00:00;VP Informe;15000;3;45000,00;1;;;
54012823,00;8178708,00;25/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54013197,00;8173438,00;22/11/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54013218,00;8178802,00;22/11/2019 0:00:00;VP Informe;40000;12;970000,00;1;1;;
54022804,00;8180247,00;23/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54024091,00;6962279,00;24/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54024656,00;8180916,00;23/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54026900,00;8181524,00;24/11/2019 0:00:00;VP Informe;15000;2;80000,00;1;;;
54030651,00;8177217,00;25/11/2019 0:00:00;VP Informe;65000;5;195000,00;1;;;
54031457,00;8118037,00;25/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54034091,00;8182758,00;25/11/2019 0:00:00;VP Informe;25000;2;50000,00;1;;;
54034909,00;8182871,00;25/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54044131,00;8035499,00;25/11/2019 0:00:00;VP Informe;20000;1;20000,00;1;;;
54045375,00;8147069,00;26/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54055358,00;8185251,00;26/11/2019 0:00:00;VP Informe;35000;2;100000,00;1;;;
54062794,00;7414529,00;27/11/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54071288,00;8187207,00;26/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54072215,00;8187559,00;26/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54079705,00;8188211,00;27/11/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
54081014,00;8188400,00;27/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54087701,00;8189144,00;27/11/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54095308,00;8190501,00;28/11/2019 0:00:00;VP Informe;45500;1;45500,00;1;;;
54105595,00;7481738,00;28/11/2019 0:00:00;VP Informe;45500;2;67490,00;1;;;
54106789,00;8189128,00;28/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54109839,00;8191445,00;28/11/2019 0:00:00;VP Informe;15000;9;135000,00;1;;;
54111243,00;8015981,00;28/11/2019 0:00:00;VP Listado;710000;1;710000,00;;;;1
54118926,00;8189035,00;29/11/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54120011,00;8193283,00;29/11/2019 0:00:00;Bono;300000;2;340000,00;1;1;;
54127908,00;7135699,00;29/11/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
54130109,00;8194241,00;29/11/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54139609,00;8196380,00;1/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54140188,00;8196562,00;2/12/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
54140362,00;8196617,00;1/12/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
54141356,00;8196792,00;1/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54141569,00;8191801,00;1/12/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
54142568,00;8176531,00;1/12/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54143496,00;8197461,00;2/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54151116,00;8198457,00;2/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54151271,00;8198496,00;2/12/2019 0:00:00;VP Informe;25000;5;690000,00;1;1;;
54152605,00;8173680,00;2/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54156525,00;7748153,00;2/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54174605,00;8201436,00;3/12/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
54180029,00;8202204,00;3/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54180457,00;8202406,00;3/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54182713,00;7535569,00;4/12/2019 0:00:00;Bono;200000;1;200000,00;;1;;
54183831,00;8202858,00;4/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54209361,00;6888358,00;4/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54209731,00;8204798,00;4/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54214591,00;8205520,00;5/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54215288,00;8072992,00;5/12/2019 0:00:00;VP Informe;9000;2;18000,00;1;;;
54216762,00;8016819,00;5/12/2019 0:00:00;VP Informe;65000;2;130000,00;1;;;
54225068,00;8068410,00;5/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54227308,00;8206821,00;5/12/2019 0:00:00;VP Informe;15000;4;160000,00;1;;;
54229280,00;8207312,00;5/12/2019 0:00:00;VP Informe;21990;1;21990,00;1;;;
54242592,00;8207636,00;6/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54245860,00;8209331,00;6/12/2019 0:00:00;VP Informe;15000;4;101990,00;1;;;
54251625,00;8210503,00;8/12/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
54253267,00;8211028,00;8/12/2019 0:00:00;VP Informe;15000;2;80000,00;1;;;
54253487,00;8036278,00;9/12/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54261899,00;7495148,00;9/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54268369,00;8212540,00;9/12/2019 0:00:00;Suscripción;330000;1;330000,00;;;1;
54269182,00;8001112,00;9/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54269963,00;8212982,00;9/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54270410,00;8114679,00;9/12/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
54285939,00;8214848,00;10/12/2019 0:00:00;VP Informe;15000;8;120000,00;1;;;
54292801,00;8215615,00;10/12/2019 0:00:00;VP Informe;70000;2;135000,00;1;;;
54295261,00;8215947,00;10/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54297231,00;8216468,00;11/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54297527,00;8216054,00;11/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54303631,00;7920875,00;11/12/2019 0:00:00;VP Informe;21990;2;43980,00;1;;;
54304127,00;7538252,00;11/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54309790,00;8217780,00;11/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54317961,00;8213794,00;11/12/2019 0:00:00;VP Informe;70000;1;70000,00;1;;;
54318618,00;8218892,00;11/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54319125,00;7551121,00;11/12/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54323834,00;7749553,00;12/12/2019 0:00:00;Suscripción;252000;4;1056000,00;;1;1;
54330801,00;8188023,00;12/12/2019 0:00:00;Bono;150000;2;300000,00;;1;;
54331541,00;8220435,00;12/12/2019 0:00:00;VP Informe;21990;1;21990,00;1;;;
54339813,00;8221755,00;12/12/2019 0:00:00;VP Informe;40000;2;80000,00;1;;;
54340355,00;8221834,00;13/12/2019 0:00:00;VP Informe;15000;3;145000,00;1;;;
54345141,00;8222423,00;13/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54347773,00;8222683,00;13/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54348021,00;8222710,00;13/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54348311,00;8222752,00;13/12/2019 0:00:00;VP Informe;35000;2;70000,00;1;;;
54349073,00;8222855,00;13/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54352098,00;8223165,00;13/12/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54358635,00;8224071,00;14/12/2019 0:00:00;VP Informe;15000;2;50000,00;1;;;
54362748,00;8224864,00;14/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54370669,00;8126403,00;16/12/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
54372515,00;8152119,00;16/12/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
54374128,00;7854056,00;16/12/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
54374339,00;8226606,00;16/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54380395,00;7366911,00;16/12/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
54381458,00;7032277,00;16/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54394761,00;7530456,00;17/12/2019 0:00:00;VP Listado;990000;1;990000,00;;;;1
54397248,00;7774045,00;17/12/2019 0:00:00;VP Informe;65000;5;175000,00;1;;;
54410914,00;8230300,00;18/12/2019 0:00:00;VP Informe;15000;2;55000,00;1;;;
54416404,00;8230605,00;18/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54417711,00;8230868,00;18/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54422823,00;8231380,00;18/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54427496,00;7830598,00;18/12/2019 0:00:00;VP Informe;40000;2;288500,00;1;;;1
54429654,00;8232015,00;18/12/2019 0:00:00;VP Informe;35000;3;105000,00;1;;;
54429804,00;8232033,00;18/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54448739,00;8085938,00;19/12/2019 0:00:00;VP Informe;9000;1;9000,00;1;;;
54449170,00;8234335,00;19/12/2019 0:00:00;VP Informe;40000;2;55000,00;1;;;
54453705,00;8235052,00;20/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54468601,00;8236710,00;21/12/2019 0:00:00;VP Informe;65000;4;235000,00;1;;;
54473311,00;8237901,00;22/12/2019 0:00:00;VP Informe;15000;54;1080000,00;1;;;
54489179,00;7449303,00;24/12/2019 0:00:00;Suscripción;252000;2;273990,00;1;;1;
54500851,00;8242655,00;26/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54503794,00;8242553,00;26/12/2019 0:00:00;VP Informe;35000;1;35000,00;1;;;
54508587,00;8243125,00;26/12/2019 0:00:00;VP Informe;15000;2;30000,00;1;;;
54509292,00;7683359,00;26/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54516934,00;7524782,00;26/12/2019 0:00:00;VP Informe;15000;4;195000,00;1;1;;
54517062,00;8244215,00;26/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54530652,00;7323103,00;27/12/2019 0:00:00;VP Informe;25000;3;65000,00;1;;;
54542485,00;8246400,00;28/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54543861,00;8246745,00;28/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54544977,00;8247799,00;29/12/2019 0:00:00;VP Informe;15000;1;15000,00;1;;;
54552401,00;7972306,00;30/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54555281,00;8232285,00;30/12/2019 0:00:00;VP Informe;25000;1;25000,00;1;;;
54557010,00;8236889,00;30/12/2019 0:00:00;VP Informe;40000;1;40000,00;1;;;
54566369,00;8223024,00;31/12/2019 0:00:00;VP Informe;65000;1;65000,00;1;;;
54567806,00;8093107,00;1/1/2020 0:00:00;VP Informe;15000;2;40000,00;1;;;
54600181,00;7923710,00;5/1/2020 0:00:00;VP Informe;15000;1;15000,00;1;;;
54602822,00;7607563,00;6/1/2020 0:00:00;VP Informe;65000;1;65000,00;1;;;
54610205,00;7623022,00;7/1/2020 0:00:00;VP Informe;35000;1;35000,00;1;;;
54618931,00;7798740,00;7/1/2020 0:00:00;VP Informe;25000;1;25000,00;1;;;
54642192,00;7167312,00;9/1/2020 0:00:00;VP Informe;40000;8;495000,00;1;1;;
54698612,00;6924533,00;13/1/2020 0:00:00;VP Informe;15000;1;15000,00;1;;;
54716977,00;7665282,00;14/1/2020 0:00:00;VP Informe;20000;1;20000,00;1;;;
54717092,00;7893140,00;14/1/2020 0:00:00;Suscripción;252000;1;252000,00;;;1;
54727208,00;6896036,00;14/1/2020 0:00:00;VP Informe;15000;1;15000,00;1;;;
54729136,00;8170473,00;15/1/2020 0:00:00;VP Informe;20000;1;20000,00;1;;;
