IDVENTA;ID_USUARIO;FECHAVENTA;TIPOVENTA;IMPORTE;NUMVENTAS;IMPORTES;VP Informe;BONO;SUSCRIPCION;VP Listado
40069190,00;6869761,00;2/1/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40071981,00;6869989,00;2/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40078934,00;6869802,00;3/1/2018 0:00:00;VP Listado;1070503;1;1070503,00;;;;1
40090106,00;6872111,00;4/1/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40111415,00;6873222,00;5/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40114176,00;6874240,00;5/1/2018 0:00:00;VP Informe;25000;3;155000,00;1;;;
40115721,00;6874525,00;5/1/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40119327,00;6874570,00;7/1/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40122375,00;6875825,00;8/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40135742,00;6876436,00;9/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40147852,00;6873705,00;10/1/2018 0:00:00;Bono;1000000;5;1965000,00;1;1;;
40147864,00;6878776,00;10/1/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
40153323,00;6878735,00;10/1/2018 0:00:00;VP Informe;35000;2;75000,00;1;;;
40159006,00;6880156,00;11/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40161632,00;6877226,00;11/1/2018 0:00:00;VP Listado;672165;2;2622165,00;;;;1
40162537,00;6880211,00;11/1/2018 0:00:00;Bono;150000;1;150000,00;;1;;
40181531,00;6882780,00;12/1/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
40189831,00;6885227,00;13/1/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40192482,00;6885930,00;14/1/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
40211315,00;6876844,00;15/1/2018 0:00:00;VP Informe;25000;22;521500,00;1;;;
40212207,00;6888423,00;15/1/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40218367,00;6889066,00;16/1/2018 0:00:00;Suscripción;252000;2;277000,00;1;;1;
40221971,00;6889512,00;16/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40229347,00;6889770,00;16/1/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
40256474,00;6891763,00;18/1/2018 0:00:00;VP Informe;35000;9;1235000,00;1;1;;
40264883,00;6892533,00;18/1/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
40275239,00;6893158,00;18/1/2018 0:00:00;VP Informe;65000;11;507000,00;1;;;
40275399,00;6893269,00;18/1/2018 0:00:00;VP Informe;88000;1;88000,00;1;;;
40293690,00;6895258,00;20/1/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40296918,00;6895837,00;21/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40300508,00;6896324,00;22/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40324174,00;6898181,00;23/1/2018 0:00:00;Bono;300000;3;665000,00;1;1;;
40326308,00;6898584,00;23/1/2018 0:00:00;VP Informe;25000;2;65000,00;1;;;
40336644,00;6899477,00;23/1/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40349556,00;6900857,00;24/1/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40350030,00;6900894,00;24/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40354625,00;6901357,00;24/1/2018 0:00:00;VP Informe;25000;23;1307000,00;1;;;
40354858,00;6901393,00;24/1/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40355265,00;6901405,00;24/1/2018 0:00:00;VP Informe;65000;2;175000,00;1;;;
40364262,00;6902436,00;25/1/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40364556,00;6902433,00;25/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40372149,00;6902960,00;25/1/2018 0:00:00;VP Informe;25000;9;249000,00;1;;;
40376168,00;6903160,00;26/1/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
40380392,00;6903688,00;26/1/2018 0:00:00;VP Informe;15000;2;85000,00;1;;;
40381327,00;6903941,00;26/1/2018 0:00:00;Suscripción;252000;9;3792000,00;1;1;1;
40386445,00;6904329,00;26/1/2018 0:00:00;VP Informe;25000;4;175000,00;1;;;
40395039,00;6901399,00;28/1/2018 0:00:00;VP Informe;15000;7;545000,00;1;1;;
40395048,00;6903788,00;28/1/2018 0:00:00;VP Informe;15000;17;320000,00;1;;;
40395388,00;6903510,00;28/1/2018 0:00:00;VP Informe;70000;2;140000,00;1;;;
40396193,00;6905889,00;29/1/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
40403317,00;6906829,00;29/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40405514,00;6902589,00;29/1/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40413452,00;6907669,00;29/1/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40413577,00;6901426,00;29/1/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40418569,00;6907228,00;30/1/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40426242,00;6898549,00;30/1/2018 0:00:00;VP Informe;65000;4;220000,00;1;;;
40431527,00;6908797,00;30/1/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40438607,00;6909666,00;30/1/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40447601,00;6904838,00;31/1/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40454399,00;6910892,00;31/1/2018 0:00:00;VP Informe;35000;3;105000,00;1;;;
40462769,00;6894384,00;1/2/2018 0:00:00;VP Informe;70000;8;230000,00;1;;;
40467435,00;6911959,00;1/2/2018 0:00:00;VP Informe;15000;3;89000,00;1;;;
40468167,00;6911995,00;1/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40477252,00;6912768,00;1/2/2018 0:00:00;VP Informe;35000;17;577500,00;1;;;
40488111,00;6913422,00;2/2/2018 0:00:00;VP Informe;65000;9;1345000,00;1;1;;
40493003,00;6913732,00;2/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40493889,00;6910034,00;2/2/2018 0:00:00;VP Informe;35000;6;160000,00;1;;;
40511766,00;6914481,00;3/2/2018 0:00:00;Bono;300000;11;1760000,00;1;1;;
40514946,00;6914900,00;3/2/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
40521890,00;6915092,00;4/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40539277,00;6896255,00;5/2/2018 0:00:00;VP Listado;303840;1;303840,00;;;;1
40541064,00;6916036,00;5/2/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
40546965,00;6916545,00;5/2/2018 0:00:00;VP Listado;467180;3;557180,00;1;;;1
40549907,00;6916686,00;5/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40553095,00;6873020,00;5/2/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40554857,00;6917047,00;5/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40565310,00;6917523,00;6/2/2018 0:00:00;VP Informe;35000;2;50000,00;1;;;
40566481,00;6878961,00;6/2/2018 0:00:00;Bono;300000;1;300000,00;;1;;
40572603,00;6918095,00;6/2/2018 0:00:00;VP Informe;40000;3;180000,00;1;;;
40582428,00;6918885,00;6/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40583065,00;6918961,00;6/2/2018 0:00:00;VP Informe;15000;10;230000,00;1;;;
40593084,00;6912066,00;7/2/2018 0:00:00;Bono;300000;2;370000,00;1;1;;
40615978,00;6920474,00;7/2/2018 0:00:00;VP Informe;15000;2;50000,00;1;;;
40616643,00;6920480,00;7/2/2018 0:00:00;VP Informe;35000;2;185000,00;1;1;;
40621976,00;6907597,00;7/2/2018 0:00:00;VP Informe;110000;1;110000,00;1;;;
40622148,00;6921053,00;7/2/2018 0:00:00;VP Informe;15000;2;80000,00;1;;;
40626972,00;6921249,00;8/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40627834,00;6920781,00;8/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40632237,00;6921684,00;8/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40633115,00;6921693,00;8/2/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
40640041,00;6922246,00;8/2/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40640290,00;6922139,00;8/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40663432,00;6921450,00;9/2/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40705130,00;6919914,00;12/2/2018 0:00:00;VP Listado;593277;1;593277,00;;;;1
40716722,00;6927505,00;12/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40724591,00;6928019,00;13/2/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
40732703,00;6914982,00;13/2/2018 0:00:00;VP Informe;20000;1;20000,00;1;;;
40773810,00;6930990,00;14/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40781519,00;6931318,00;14/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40797315,00;6932226,00;15/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40798476,00;6932523,00;15/2/2018 0:00:00;VP Informe;15000;3;230000,00;1;1;;
40800375,00;6932621,00;15/2/2018 0:00:00;Suscripción;414000;5;3328000,00;;1;1;
40805143,00;6933057,00;15/2/2018 0:00:00;Bono;300000;1;300000,00;;1;;
40819787,00;6933965,00;16/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40825149,00;6934030,00;16/2/2018 0:00:00;Bono;150000;1;150000,00;;1;;
40834810,00;6935385,00;16/2/2018 0:00:00;VP Informe;35000;3;135000,00;1;;;
40844143,00;6934674,00;17/2/2018 0:00:00;VP Informe;35000;2;60000,00;1;;;
40883068,00;6928769,00;19/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40884119,00;6939860,00;19/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40885519,00;6940019,00;19/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40887372,00;6940385,00;19/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40895700,00;6941098,00;20/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40898386,00;6937281,00;20/2/2018 0:00:00;VP Informe;35000;11;342500,00;1;;;
40902964,00;6941777,00;20/2/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
40924949,00;6930065,00;21/2/2018 0:00:00;VP Informe;25000;2;65000,00;1;;;
40930977,00;6944333,00;22/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
40964893,00;6947019,00;22/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
40966191,00;6940538,00;22/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
40988742,00;6949400,00;23/2/2018 0:00:00;VP Informe;35000;10;455000,00;1;;;
40989609,00;6948461,00;23/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41008705,00;6951120,00;23/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41009072,00;6950371,00;23/2/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
41016758,00;6951926,00;24/2/2018 0:00:00;VP Informe;25000;2;40000,00;1;;;
41017483,00;6952058,00;24/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41064614,00;6956890,00;27/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41074349,00;6957695,00;27/2/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41074386,00;6957674,00;27/2/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41080212,00;6958340,00;27/2/2018 0:00:00;Bono;150000;2;300000,00;;1;;
41089283,00;6909940,00;27/2/2018 0:00:00;VP Informe;35000;3;135000,00;1;;;
41090304,00;6958100,00;27/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41117715,00;6961730,00;28/2/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
41120408,00;6962047,00;28/2/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41123216,00;6962336,00;28/2/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
41129870,00;6911274,00;1/3/2018 0:00:00;Bono;500000;1;500000,00;;1;;
41130263,00;6944137,00;1/3/2018 0:00:00;VP Listado;256310;1;256310,00;;;;1
41141807,00;6964080,00;1/3/2018 0:00:00;Bono;150000;4;295000,00;1;1;;
41151437,00;6965017,00;2/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41157593,00;6955360,00;2/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41161734,00;6964869,00;2/3/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41175917,00;6967318,00;2/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41176288,00;6967380,00;2/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41186253,00;6968243,00;3/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41186684,00;6968312,00;3/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41215736,00;6970942,00;5/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41220775,00;6971430,00;5/3/2018 0:00:00;VP Informe;25000;6;140000,00;1;;;
41227706,00;6971975,00;5/3/2018 0:00:00;Bono;300000;1;300000,00;;1;;
41232638,00;6941019,00;5/3/2018 0:00:00;VP Informe;65000;2;135000,00;1;;;
41270640,00;6970972,00;7/3/2018 0:00:00;VP Informe;35000;3;165000,00;1;;;
41279486,00;6977937,00;7/3/2018 0:00:00;VP Informe;25000;5;119000,00;1;;;
41288129,00;6978444,00;7/3/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
41292772,00;6979186,00;7/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41299776,00;6980072,00;7/3/2018 0:00:00;VP Informe;25000;2;90000,00;1;;;
41301726,00;6980410,00;7/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41316807,00;6981524,00;8/3/2018 0:00:00;VP Informe;110000;1;110000,00;1;;;
41318367,00;6981676,00;8/3/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41322685,00;6981648,00;8/3/2018 0:00:00;Bono;300000;3;900000,00;;1;;
41343620,00;6983707,00;9/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41350479,00;6984447,00;9/3/2018 0:00:00;VP Informe;35000;3;110000,00;1;;;
41351180,00;6925468,00;9/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41356423,00;6984730,00;9/3/2018 0:00:00;Suscripción;330000;1;330000,00;;;1;
41387379,00;6987568,00;11/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41391471,00;6987719,00;12/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41396496,00;6988139,00;12/3/2018 0:00:00;VP Listado;1300000;1;1300000,00;;;;1
41410984,00;6988243,00;12/3/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
41415819,00;6990395,00;12/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41420144,00;6970032,00;13/3/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
41424523,00;6990317,00;13/3/2018 0:00:00;VP Informe;70000;2;135000,00;1;;;
41425540,00;6991112,00;13/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41432050,00;6933518,00;13/3/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
41434447,00;6991977,00;14/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41453392,00;6993999,00;14/3/2018 0:00:00;VP Informe;15000;3;235000,00;1;;;
41456553,00;6993401,00;14/3/2018 0:00:00;VP Informe;15000;7;165000,00;1;;;
41456631,00;6994377,00;14/3/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
41474805,00;6996479,00;14/3/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41503628,00;6983720,00;15/3/2018 0:00:00;Suscripción;414000;1;414000,00;;;1;
41504709,00;6998899,00;15/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41505956,00;6999098,00;15/3/2018 0:00:00;Bono;150000;3;335000,00;1;1;;
41528375,00;7000063,00;16/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41530953,00;7000522,00;16/3/2018 0:00:00;VP Informe;25000;25;985000,00;1;;;
41533827,00;7000654,00;16/3/2018 0:00:00;VP Listado;656500;1;656500,00;;;;1
41560032,00;7002335,00;17/3/2018 0:00:00;VP Informe;15000;15;659000,00;1;;;
41565385,00;7002833,00;17/3/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
41568816,00;7003086,00;18/3/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
41574425,00;6983419,00;18/3/2018 0:00:00;VP Informe;35000;2;100000,00;1;;;
41574895,00;7003395,00;18/3/2018 0:00:00;VP Informe;15000;2;40000,00;1;;;
41609152,00;6975213,00;20/3/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
41610237,00;7005955,00;20/3/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
41610754,00;7006284,00;20/3/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41620925,00;7007078,00;20/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41624734,00;7007628,00;20/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41625197,00;7007691,00;20/3/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
41635069,00;6894202,00;21/3/2018 0:00:00;VP Informe;25000;2;90000,00;1;;;
41644877,00;7009723,00;21/3/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41649889,00;7010120,00;21/3/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
41679060,00;7013267,00;22/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41679654,00;6991640,00;22/3/2018 0:00:00;VP Informe;35000;2;70000,00;1;;;
41682388,00;7013763,00;22/3/2018 0:00:00;VP Informe;15000;4;120000,00;1;;;
41692679,00;7014630,00;23/3/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
41698152,00;7015030,00;23/3/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
41709056,00;6910405,00;23/3/2018 0:00:00;VP Listado;896708;1;896708,00;;;;1
41770574,00;7020889,00;26/3/2018 0:00:00;VP Informe;65000;4;110000,00;1;;;
41778388,00;7021245,00;27/3/2018 0:00:00;VP Informe;35000;13;435000,00;1;;;
41781397,00;7021671,00;27/3/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
41785598,00;7022051,00;27/3/2018 0:00:00;VP Informe;15000;2;50000,00;1;;;
41794880,00;6890534,00;27/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41795508,00;7022713,00;27/3/2018 0:00:00;Bono;300000;7;725000,00;1;1;;
41801747,00;7023332,00;28/3/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41805711,00;7023586,00;28/3/2018 0:00:00;Bono;150000;1;150000,00;;1;;
41808854,00;7023857,00;28/3/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41810966,00;6919721,00;28/3/2018 0:00:00;VP Informe;15000;3;45000,00;1;;;
41817055,00;6900744,00;28/3/2018 0:00:00;VP Listado;2450490;3;29410470,00;;;;1
41831104,00;7025533,00;29/3/2018 0:00:00;VP Informe;15000;2;30000,00;1;;;
41866037,00;7027635,00;1/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41872588,00;7028038,00;2/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
41873146,00;6921951,00;2/4/2018 0:00:00;Suscripción;252000;6;1512000,00;;;1;
41876669,00;7024763,00;2/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41884182,00;7028938,00;2/4/2018 0:00:00;VP Informe;35000;4;100000,00;1;;;
41890762,00;7028832,00;2/4/2018 0:00:00;Bono;150000;2;300000,00;;1;;
41896965,00;7029515,00;2/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41900116,00;7016125,00;2/4/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
41938002,00;7032435,00;3/4/2018 0:00:00;Suscripción;252000;2;292000,00;1;;1;
41961626,00;7034799,00;4/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41974498,00;7036285,00;4/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
41983150,00;6932178,00;5/4/2018 0:00:00;VP Informe;15000;3;70000,00;1;;;
41992173,00;6881316,00;5/4/2018 0:00:00;VP Listado;248500;1;248500,00;;;;1
42022930,00;7030187,00;6/4/2018 0:00:00;Suscripción;414000;1;414000,00;;;1;
42024856,00;7041452,00;6/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42026336,00;7041618,00;9/4/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42043468,00;7043405,00;7/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42045204,00;6991672,00;8/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42049084,00;7043647,00;8/4/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42059984,00;7042919,00;9/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42071632,00;6991775,00;9/4/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42072937,00;6940353,00;9/4/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42072975,00;7002396,00;9/4/2018 0:00:00;VP Informe;40000;2;190000,00;1;1;;
42076122,00;7045878,00;9/4/2018 0:00:00;VP Informe;110000;1;110000,00;1;;;
42077458,00;7046858,00;9/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42078196,00;6870488,00;9/4/2018 0:00:00;VP Informe;88000;1;88000,00;1;;;
42078437,00;7046936,00;9/4/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42080842,00;6995528,00;9/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42080923,00;7044864,00;9/4/2018 0:00:00;VP Informe;35000;6;240000,00;1;;;
42084994,00;7047845,00;9/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42101008,00;7049158,00;10/4/2018 0:00:00;VP Informe;70000;1;70000,00;1;;;
42106252,00;7023944,00;10/4/2018 0:00:00;Bono;500000;2;1000000,00;;1;;
42127440,00;7051808,00;11/4/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42133004,00;7052505,00;11/4/2018 0:00:00;VP Informe;15000;3;65000,00;1;;;
42151480,00;7053595,00;12/4/2018 0:00:00;VP Informe;88000;1;88000,00;1;;;
42159688,00;7054837,00;12/4/2018 0:00:00;Suscripción;252000;2;504000,00;;;1;
42168407,00;7055929,00;12/4/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42218451,00;7060564,00;14/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42228297,00;7043677,00;15/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42237850,00;7061899,00;16/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42238428,00;7061908,00;16/4/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42241323,00;7054253,00;16/4/2018 0:00:00;VP Informe;35000;2;100000,00;1;;;
42251993,00;6999684,00;16/4/2018 0:00:00;VP Informe;15000;3;55000,00;1;;;
42252074,00;7035954,00;16/4/2018 0:00:00;VP Informe;15000;3;524000,00;1;1;;
42253654,00;7054840,00;16/4/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42288392,00;7066229,00;17/4/2018 0:00:00;VP Informe;15000;5;75000,00;1;;;
42289157,00;6918208,00;17/4/2018 0:00:00;VP Informe;15000;10;220000,00;1;;;
42290509,00;7059474,00;17/4/2018 0:00:00;VP Informe;65000;2;130000,00;1;;;
42292149,00;7066390,00;17/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42296773,00;6956165,00;17/4/2018 0:00:00;Bono;500000;2;1000000,00;;1;;
42310880,00;7055039,00;17/4/2018 0:00:00;VP Informe;40000;2;105000,00;1;;;
42312506,00;7067482,00;17/4/2018 0:00:00;Bono;500000;1;500000,00;;1;;
42378914,00;7072085,00;19/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42385177,00;7062625,00;19/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42386100,00;7073021,00;19/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42389023,00;7073272,00;19/4/2018 0:00:00;VP Informe;40000;1;40000,00;1;;;
42390384,00;7073488,00;19/4/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42394519,00;7073802,00;19/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42395297,00;7072176,00;19/4/2018 0:00:00;Suscripción;330000;1;330000,00;;;1;
42403890,00;6962682,00;20/4/2018 0:00:00;Bono;150000;1;150000,00;;1;;
42411310,00;7074929,00;20/4/2018 0:00:00;VP Informe;65000;6;284000,00;1;;;
42418810,00;7076229,00;20/4/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42420638,00;7076358,00;20/4/2018 0:00:00;Bono;2000000;2;4000000,00;;1;;
42422665,00;7076464,00;20/4/2018 0:00:00;VP Listado;248500;1;248500,00;;;;1
42443373,00;6919671,00;21/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42444568,00;7076913,00;21/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42448746,00;6923910,00;21/4/2018 0:00:00;VP Informe;70000;4;200000,00;1;;;
42450438,00;7076577,00;21/4/2018 0:00:00;VP Informe;15000;5;75000,00;1;;;
42468777,00;7079964,00;23/4/2018 0:00:00;VP Informe;65000;6;735000,00;1;1;;
42475014,00;7080590,00;23/4/2018 0:00:00;VP Informe;110000;1;110000,00;1;;;
42480169,00;7052925,00;23/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42482445,00;7081614,00;23/4/2018 0:00:00;VP Informe;15000;3;145000,00;1;;;
42507304,00;6890950,00;24/4/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42509080,00;7083683,00;24/4/2018 0:00:00;VP Informe;65000;2;130000,00;1;;;
42511465,00;7060739,00;24/4/2018 0:00:00;VP Informe;40000;3;90000,00;1;;;
42522007,00;7084957,00;24/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42527214,00;7085205,00;25/4/2018 0:00:00;VP Informe;65000;1;65000,00;1;;;
42537064,00;7085709,00;25/4/2018 0:00:00;VP Informe;15000;8;295000,00;1;;;
42538492,00;7085850,00;25/4/2018 0:00:00;VP Informe;35000;1;35000,00;1;;;
42542112,00;7086038,00;25/4/2018 0:00:00;VP Informe;35000;2;75000,00;1;;;
42544519,00;7086365,00;25/4/2018 0:00:00;VP Informe;40000;2;105000,00;1;;;
42556319,00;7087461,00;25/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42556488,00;7087500,00;25/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42576153,00;7088524,00;26/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42577760,00;7088847,00;26/4/2018 0:00:00;VP Informe;35000;2;105000,00;1;;;
42589730,00;7089695,00;26/4/2018 0:00:00;VP Listado;498420;3;1691220,00;;;;1
42593906,00;6907755,00;26/4/2018 0:00:00;VP Informe;15000;1;15000,00;1;;;
42594389,00;7090160,00;26/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42596114,00;7085179,00;26/4/2018 0:00:00;VP Informe;25000;1;25000,00;1;;;
42599805,00;7090842,00;26/4/2018 0:00:00;VP Informe;65000;8;250000,00;1;;;
